,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,y
19432,33,6,2,3,0,0,0,0,8,2,129,2,999,0,0,0
19433,44,6,0,4,0,0,0,1,11,3,189,1,999,0,0,0
19434,39,0,0,3,0,1,0,1,5,6,480,2,999,0,0,0
19435,36,3,0,3,0,1,0,1,6,4,159,1,999,0,0,0
19436,28,3,0,3,0,1,0,0,5,6,579,1,999,0,0,0
19437,37,8,0,1,0,1,0,0,7,2,292,8,999,0,0,0
19438,30,0,0,6,0,1,1,0,5,2,429,2,999,0,0,0
19439,64,3,0,3,0,0,0,0,7,5,368,1,999,0,0,1
19440,37,3,0,1,0,1,0,0,7,6,1005,5,4,2,2,1
19441,56,2,0,1,0,1,0,0,8,3,377,3,999,0,0,0
19442,46,8,0,1,0,1,0,0,11,5,466,1,999,0,0,0
19443,53,3,0,1,0,1,0,0,4,6,771,1,999,0,0,0
19444,33,3,0,3,0,0,1,0,8,3,113,1,6,2,2,0
19445,30,5,2,3,2,0,0,0,5,6,87,2,999,0,0,0
19446,32,3,2,1,0,1,0,0,8,3,202,1,999,0,0,0
19447,37,3,0,3,0,0,0,0,5,5,176,1,999,0,0,0
19448,53,2,1,2,0,0,0,1,5,5,116,1,999,0,0,0
19449,38,0,0,2,0,0,0,0,11,2,112,1,999,0,0,0
19450,26,0,2,3,0,0,0,0,7,6,102,1,999,0,0,0
19451,34,3,0,1,0,1,1,1,8,5,19,10,999,0,0,0
19452,40,3,2,1,0,0,0,1,5,4,244,3,999,0,0,0
19453,33,0,2,3,0,1,0,0,3,4,140,10,999,0,0,0
19454,46,1,0,5,2,1,0,1,5,6,160,3,999,0,0,0
19455,38,0,2,1,2,0,0,1,5,3,456,1,999,0,0,0
19456,36,5,0,3,0,0,0,1,5,3,158,1,999,0,0,0
19457,47,5,0,2,0,1,1,0,8,3,220,2,999,0,0,0
19458,39,5,0,3,0,0,0,1,6,3,77,2,999,0,0,0
19459,30,7,2,1,0,1,0,0,7,4,90,3,999,0,0,0
19460,31,3,2,3,0,0,0,0,7,4,108,2,999,0,0,0
19461,45,3,1,1,0,0,1,0,11,6,59,1,999,0,0,0
19462,24,0,0,4,0,0,0,0,7,3,273,4,999,0,0,0
19463,42,0,0,0,2,0,0,1,5,2,208,1,999,0,0,0
19464,57,0,0,0,0,1,0,1,6,3,450,3,999,0,0,0
19465,30,3,2,1,0,0,0,0,4,5,222,1,999,0,0,0
19466,46,3,0,3,0,1,0,0,7,3,98,6,999,0,0,0
19467,59,0,1,2,2,0,1,0,7,2,84,6,999,0,0,0
19468,56,11,1,2,0,1,0,0,11,5,212,1,999,1,1,0
19469,35,6,0,1,0,1,0,0,5,2,502,1,999,1,1,0
19470,40,3,0,3,0,1,0,1,8,5,173,6,999,1,1,0
19471,39,6,0,0,0,0,0,0,9,6,171,2,999,1,1,0
19472,30,6,0,1,2,0,0,1,5,4,118,3,999,0,0,0
19473,45,3,0,3,0,0,0,1,7,5,172,10,999,0,0,0
19474,33,5,0,0,2,1,0,0,7,4,133,2,999,0,0,0
19475,30,8,0,1,0,1,0,0,7,4,217,2,999,0,0,0
19476,29,3,2,3,0,0,1,0,5,6,48,1,999,0,0,0
19477,42,7,1,1,2,1,0,0,7,2,643,3,999,0,0,0
19478,72,2,0,0,2,1,0,0,11,6,96,2,999,0,0,0
19479,56,0,0,0,2,0,0,1,6,6,143,2,999,0,0,0
19480,50,5,0,5,2,0,0,1,5,3,144,1,999,0,0,0
19481,26,6,1,1,0,0,0,0,6,3,437,1,999,0,0,1
19482,39,0,0,0,0,0,1,1,5,3,333,2,999,0,0,0
19483,51,0,0,0,2,1,0,0,7,6,203,1,999,0,0,0
19484,36,6,0,1,0,2,2,0,9,5,1334,2,999,0,0,1
19485,29,11,2,3,0,0,0,1,5,6,125,1,999,0,0,0
19486,33,3,0,0,0,0,0,0,5,3,127,1,999,0,0,0
19487,18,4,2,2,0,1,0,0,6,3,154,1,999,0,0,0
19488,28,5,0,3,0,0,0,1,6,2,659,2,999,0,0,1
19489,45,8,0,1,2,1,0,0,4,5,175,1,999,0,0,1
19490,39,0,0,6,0,1,1,0,5,6,298,1,999,0,0,0
19491,38,6,0,4,0,0,0,0,4,2,277,1,999,0,0,0
19492,59,3,0,1,0,1,1,1,6,3,215,3,999,0,0,0
19493,43,5,0,3,0,1,0,0,5,5,197,1,999,0,0,0
19494,33,0,0,2,0,1,0,1,10,2,99,3,3,1,2,0
19495,32,3,2,3,0,0,0,0,11,2,74,2,999,2,1,0
19496,39,7,0,0,2,0,0,1,5,2,233,1,999,0,0,0
19497,40,0,0,0,0,0,1,1,5,2,178,1,999,0,0,0
19498,42,0,0,4,0,1,0,0,10,4,307,1,7,1,2,1
19499,42,8,0,1,0,0,0,1,6,4,50,2,999,0,0,0
19500,33,6,2,3,0,0,0,1,5,3,214,1,999,0,0,0
19501,39,9,0,0,0,1,0,0,5,4,222,2,999,1,1,0
19502,29,3,2,1,0,1,0,0,8,5,184,3,999,0,0,0
19503,47,5,0,3,2,1,0,1,5,2,147,1,999,0,0,0
19504,39,0,0,4,0,0,0,0,11,2,407,1,999,0,0,0
19505,29,3,2,1,2,1,0,0,8,6,142,2,999,0,0,0
19506,32,0,0,0,0,1,0,1,5,2,166,1,999,0,0,0
19507,56,0,1,2,2,1,0,0,5,3,59,1,999,0,0,0
19508,77,2,0,5,0,1,0,0,11,6,193,1,3,1,2,1
19509,29,0,0,5,0,0,0,0,7,2,251,3,999,0,0,0
19510,32,3,2,1,0,0,0,0,8,4,160,1,999,0,0,0
19511,32,6,2,1,0,1,0,0,7,4,89,1,999,0,0,0
19512,30,5,0,3,0,0,0,0,11,3,200,1,999,1,1,0
19513,59,2,0,0,2,0,0,1,6,6,25,8,999,0,0,0
19514,29,3,2,3,0,0,0,1,5,6,132,5,999,0,0,0
19515,47,0,0,0,0,0,1,1,6,4,65,3,999,0,0,0
19516,53,8,0,1,0,2,2,1,6,4,232,1,999,0,0,0
19517,52,3,0,5,0,1,0,0,4,4,184,2,10,1,2,1
19518,39,3,0,3,0,0,0,1,5,6,216,1,999,0,0,0
19519,54,6,0,3,0,0,0,1,6,2,77,5,999,0,0,0
19520,33,3,2,1,0,1,0,1,7,4,40,1,999,0,0,0
19521,32,5,0,3,2,0,0,0,5,5,56,1,999,1,1,0
19522,33,8,2,0,0,1,0,0,7,5,509,1,999,0,0,0
19523,42,5,0,4,0,0,0,1,5,3,107,1,999,0,0,0
19524,33,3,2,1,0,0,0,0,8,4,64,4,999,0,0,0
19525,31,3,2,3,0,0,0,0,4,5,706,1,999,1,1,0
19526,42,0,0,6,2,0,0,1,5,6,108,2,999,0,0,0
19527,36,0,0,0,0,0,0,0,4,5,171,1,999,0,0,0
19528,45,8,0,1,0,0,0,1,5,6,255,3,999,0,0,0
19529,42,5,0,3,0,1,0,0,5,4,87,1,999,0,0,0
19530,30,3,0,1,0,0,1,1,6,4,18,1,999,0,0,0
19531,53,7,1,2,0,0,0,0,5,2,82,2,999,0,0,0
19532,44,8,2,1,2,1,0,1,5,2,745,4,999,0,0,1
19533,37,11,0,3,2,0,1,1,5,6,106,1,999,0,0,0
19534,58,8,0,1,0,0,0,0,7,4,292,6,999,1,1,0
19535,58,2,0,4,0,0,0,0,11,5,234,1,999,0,0,0
19536,32,4,0,1,0,0,0,0,11,4,154,3,999,1,1,0
19537,40,0,0,3,0,0,0,1,5,4,1028,2,999,0,0,1
19538,33,0,0,0,2,0,0,0,5,4,1309,2,999,0,0,0
19539,30,7,2,1,0,1,0,0,9,3,145,1,999,0,0,1
19540,28,8,2,1,0,1,0,0,7,4,35,9,999,0,0,0
19541,55,5,2,0,0,2,2,0,5,5,717,1,999,0,0,1
19542,42,6,0,1,0,0,0,0,7,4,361,1,999,1,1,1
19543,31,0,0,0,0,1,0,0,11,4,167,3,999,0,0,0
19544,29,0,2,0,0,1,0,0,5,6,607,1,999,1,1,0
19545,26,1,2,3,0,0,0,1,6,3,49,1,999,0,0,0
19546,72,2,0,6,0,0,0,0,7,4,338,1,999,0,0,0
19547,27,6,2,4,0,0,0,0,5,3,209,2,999,0,0,0
19548,23,4,2,3,0,0,0,0,6,4,200,2,999,0,0,1
19549,49,8,0,1,0,1,0,1,6,2,336,2,999,0,0,0
19550,24,1,0,1,2,0,0,1,5,6,1193,2,999,0,0,0
19551,45,0,0,2,0,1,0,1,5,2,164,2,999,0,0,0
19552,49,5,0,2,0,1,0,0,8,5,265,1,999,0,0,0
19553,46,0,0,0,2,1,0,0,5,5,386,3,999,0,0,0
19554,30,0,0,3,0,0,0,0,8,6,358,3,999,0,0,0
19555,31,0,2,0,0,1,1,0,6,3,103,1,3,2,2,1
19556,38,6,0,4,2,0,1,0,8,6,498,6,999,0,0,0
19557,29,3,2,3,0,0,0,0,8,6,384,1,4,3,2,0
19558,28,5,0,0,2,0,0,1,5,5,11,2,999,0,0,0
19559,56,0,0,2,2,0,0,0,7,3,1545,1,999,0,0,1
19560,24,10,2,1,0,1,0,0,6,3,74,1,3,2,2,0
19561,41,8,0,3,0,0,0,0,5,2,236,2,999,0,0,0
19562,31,0,0,6,0,0,0,0,5,2,225,1,999,0,0,0
19563,37,8,1,3,0,1,0,0,11,3,1268,2,999,0,0,0
19564,42,1,0,3,0,1,0,1,11,2,164,2,999,1,1,0
19565,35,1,2,0,0,1,0,0,11,2,42,2,999,0,0,0
19566,46,7,0,1,0,0,0,0,8,4,696,3,999,0,0,0
19567,30,6,2,3,0,0,0,1,5,4,438,1,999,0,0,0
19568,43,6,0,4,0,0,0,0,8,5,211,3,999,0,0,0
19569,34,3,2,1,0,1,0,0,5,2,16,1,999,0,0,0
19570,36,5,0,3,0,0,1,1,5,3,1590,2,999,0,0,0
19571,41,5,0,6,2,1,0,0,5,5,378,1,999,0,0,0
19572,46,0,0,6,2,0,0,1,5,4,401,2,999,0,0,0
19573,36,3,2,3,0,1,1,0,5,6,10,5,999,0,0,0
19574,43,8,0,1,0,0,0,1,6,6,84,5,999,0,0,0
19575,46,5,0,5,0,0,0,0,8,6,739,1,999,0,0,1
19576,42,8,0,1,0,0,0,1,10,6,615,1,999,0,0,1
19577,32,6,0,1,0,0,0,1,7,5,65,4,999,0,0,0
19578,50,5,0,0,0,1,1,1,5,3,369,1,999,0,0,0
19579,25,0,2,6,2,0,1,1,5,4,90,8,999,0,0,0
19580,31,1,0,3,0,1,0,1,6,5,133,1,999,0,0,0
19581,31,0,0,6,2,0,0,0,5,4,18,1,999,0,0,0
19582,59,0,0,0,0,1,0,0,4,5,177,1,999,0,0,0
19583,55,0,0,2,0,1,0,0,8,5,100,1,999,0,0,0
19584,39,0,0,5,2,1,0,0,4,5,307,1,999,0,0,0
19585,56,3,1,6,2,0,0,0,7,2,70,3,999,0,0,0
19586,47,3,0,1,0,1,0,0,11,2,138,1,999,1,1,0
19587,25,0,2,0,0,0,0,0,5,6,170,2,999,0,0,0
19588,48,0,0,0,0,0,0,1,5,2,607,1,999,0,0,1
19589,33,0,2,3,0,0,0,1,5,2,165,1,999,0,0,0
19590,49,8,0,1,0,2,2,0,8,4,178,4,999,0,0,0
19591,45,0,0,2,0,0,0,1,7,6,407,1,999,0,0,0
19592,24,4,2,0,0,1,0,0,4,3,252,1,999,1,1,0
19593,41,3,2,1,2,0,0,1,5,6,137,1,999,0,0,0
19594,38,11,0,0,0,0,0,1,5,3,287,4,999,0,0,0
19595,40,1,0,1,0,0,0,0,7,2,550,3,999,0,0,0
19596,43,3,0,1,0,1,0,1,7,4,122,4,999,0,0,0
19597,44,6,1,5,0,0,0,1,7,3,222,3,999,0,0,0
19598,48,5,0,3,0,0,0,0,8,2,115,5,999,0,0,0
19599,52,0,2,0,0,1,0,0,11,5,191,3,9,1,2,0
19600,49,3,0,1,2,0,0,0,7,2,91,3,999,0,0,0
19601,52,3,0,1,0,1,0,0,8,4,261,1,999,0,0,0
19602,58,3,1,1,0,1,0,1,6,2,282,7,999,0,0,0
19603,52,0,1,3,0,0,0,1,6,3,676,2,999,0,0,1
19604,48,0,0,6,0,0,0,1,5,6,287,1,999,0,0,0
19605,66,2,0,6,2,1,0,0,8,4,124,1,1,1,2,0
19606,42,0,0,2,0,1,0,1,5,2,798,1,999,0,0,0
19607,27,3,0,3,0,0,0,0,11,2,116,1,4,2,1,0
19608,26,3,2,3,2,1,0,0,7,5,120,3,999,0,0,0
19609,38,0,0,3,2,1,0,0,5,4,839,2,7,1,2,1
19610,43,0,0,6,0,0,0,0,5,6,36,5,999,1,1,0
19611,35,5,2,3,2,0,0,0,7,3,65,1,999,0,0,0
19612,31,6,0,4,0,1,1,0,8,2,98,1,999,0,0,0
19613,30,0,2,2,0,0,0,0,7,2,112,10,999,0,0,0
19614,26,3,2,1,0,0,1,0,7,3,148,4,999,0,0,0
19615,38,6,0,1,0,0,0,0,12,4,415,1,999,2,1,1
19616,49,3,2,3,0,1,0,1,6,6,68,1,999,0,0,0
19617,54,5,0,5,0,0,0,1,5,5,114,3,999,0,0,0
19618,36,8,0,1,0,1,0,0,11,4,157,4,999,0,0,0
19619,34,0,0,2,0,1,0,1,5,4,116,6,999,0,0,0
19620,44,8,0,0,0,1,0,0,8,4,260,1,999,0,0,0
19621,33,3,0,1,0,0,0,0,3,6,121,2,999,1,1,0
19622,39,3,0,0,0,0,0,1,5,6,127,1,999,0,0,0
19623,40,3,0,1,0,1,0,0,8,4,219,1,999,0,0,0
19624,48,3,0,3,0,0,1,0,8,2,429,6,999,0,0,0
19625,30,6,2,1,0,1,0,0,7,2,463,2,999,0,0,0
19626,29,3,0,1,0,0,0,0,8,5,131,1,999,0,0,0
19627,48,0,0,6,0,2,2,1,5,6,379,1,999,0,0,0
19628,30,3,0,3,0,0,0,0,7,3,935,4,999,0,0,0
19629,30,3,1,1,0,0,0,1,11,2,48,1,999,0,0,0
19630,44,8,0,6,0,1,0,0,3,5,61,2,999,0,0,0
19631,26,9,2,0,0,1,0,1,5,3,112,3,999,0,0,0
19632,31,3,2,1,0,1,0,1,5,3,659,4,999,0,0,0
19633,36,6,0,4,0,0,1,1,5,3,95,1,999,0,0,0
19634,34,0,0,6,2,0,1,1,6,2,35,1,999,0,0,0
19635,63,2,0,1,0,0,0,1,8,3,280,3,999,0,0,0
19636,53,2,0,3,2,1,0,1,6,6,211,2,999,0,0,0
19637,43,3,0,1,0,0,0,0,8,4,420,1,999,0,0,0
19638,35,0,0,0,0,1,0,0,7,2,275,1,6,2,2,1
19639,28,3,2,3,0,1,0,1,5,4,292,2,999,0,0,0
19640,43,0,1,2,2,1,0,1,5,6,618,2,999,0,0,1
19641,46,3,1,1,0,1,0,1,5,4,176,4,999,0,0,0
19642,35,6,0,3,0,0,0,0,8,6,133,1,999,0,0,0
19643,31,6,0,4,0,1,0,0,5,5,232,1,999,0,0,0
19644,58,7,0,0,0,0,0,0,8,3,83,2,999,0,0,0
19645,29,6,2,1,0,1,0,0,11,5,93,1,999,1,1,0
19646,40,6,2,4,0,1,1,0,7,6,919,2,999,0,0,0
19647,29,5,0,3,0,0,0,1,6,4,209,2,999,0,0,0
19648,45,3,1,0,2,1,0,0,5,5,355,1,999,0,0,0
19649,44,8,0,1,0,1,0,0,5,3,71,1,999,0,0,0
19650,33,0,0,0,2,2,2,0,5,5,551,2,999,0,0,0
19651,70,2,1,1,0,0,0,0,9,6,399,2,999,0,0,0
19652,33,3,1,3,0,0,0,1,8,6,107,1,999,0,0,0
19653,30,3,0,6,0,1,0,0,7,5,397,1,999,0,0,0
19654,21,0,0,0,0,0,0,0,7,4,160,1,999,0,0,0
19655,35,6,0,1,0,1,0,0,5,2,262,3,999,0,0,0
19656,30,6,2,1,0,0,0,0,8,5,183,7,999,0,0,0
19657,57,8,0,1,0,1,0,1,5,6,268,1,999,0,0,0
19658,49,0,0,0,2,0,0,1,5,6,283,3,999,0,0,0
19659,25,3,2,1,0,0,0,0,8,2,286,1,999,0,0,1
19660,51,6,0,4,0,0,1,1,6,2,147,1,999,0,0,0
19661,21,5,2,3,0,1,0,0,4,5,374,3,999,0,0,0
19662,38,9,0,0,2,1,0,1,6,4,89,3,999,0,0,0
19663,41,3,1,3,0,0,0,0,7,3,126,3,999,0,0,0
19664,55,5,0,3,0,1,0,0,8,3,392,3,999,0,0,0
19665,55,2,0,6,2,1,0,1,7,3,554,3,999,0,0,0
19666,34,3,0,1,0,0,0,1,5,6,371,2,999,0,0,0
19667,38,0,2,6,0,0,0,1,7,5,114,4,999,0,0,0
19668,42,0,0,0,0,1,0,1,5,4,209,1,999,0,0,0
19669,38,3,0,3,0,2,2,0,5,6,295,2,999,0,0,0
19670,37,5,0,3,0,1,0,0,4,2,106,3,999,0,0,0
19671,19,4,2,0,2,1,0,0,7,2,87,4,999,0,0,0
19672,32,3,2,1,0,0,0,0,4,5,670,1,999,0,0,0
19673,51,9,0,0,2,0,0,1,5,3,1386,1,999,0,0,0
19674,33,0,0,2,0,0,1,0,5,4,496,2,999,1,1,1
19675,33,3,2,3,2,1,0,1,5,5,226,1,999,0,0,0
19676,38,0,2,3,2,0,0,0,7,5,147,3,999,0,0,0
19677,29,0,2,6,0,0,0,1,5,6,213,1,999,0,0,0
19678,46,3,0,3,0,0,0,1,6,6,47,4,999,0,0,0
19679,56,6,0,0,2,0,0,0,7,6,188,14,999,0,0,0
19680,41,9,0,4,0,0,0,0,5,2,276,4,10,1,2,0
19681,50,6,1,4,0,1,0,1,7,6,41,2,999,0,0,0
19682,28,4,2,3,2,0,0,1,6,3,256,9,999,0,0,0
19683,48,5,0,2,2,1,0,0,8,6,119,2,999,0,0,0
19684,57,3,0,4,0,2,2,0,7,2,127,6,999,0,0,0
19685,52,6,0,4,0,1,0,0,11,6,632,1,999,1,1,0
19686,29,9,1,3,0,0,0,0,10,2,181,2,999,0,0,0
19687,51,7,0,2,2,0,1,1,5,4,91,7,999,0,0,0
19688,52,8,1,1,0,0,0,0,7,2,200,4,999,0,0,0
19689,35,3,2,1,0,1,0,1,6,6,358,1,999,0,0,0
19690,32,8,2,1,0,1,0,1,6,5,12,3,999,0,0,0
19691,38,0,0,2,0,0,0,1,5,4,548,2,999,0,0,0
19692,49,8,0,1,0,0,0,0,6,2,215,2,999,0,0,1
19693,25,5,2,3,0,0,0,0,5,4,333,1,999,0,0,0
19694,34,1,0,6,2,1,0,0,11,2,788,1,999,0,0,1
19695,36,3,2,1,0,0,0,0,8,4,82,1,999,0,0,0
19696,35,0,0,3,0,1,0,0,7,2,85,2,999,0,0,0
19697,45,3,2,4,0,1,0,0,7,4,77,1,999,0,0,0
19698,58,0,0,0,0,1,0,0,11,3,180,1,999,1,1,0
19699,41,6,0,1,0,0,0,1,5,6,206,1,999,0,0,0
19700,48,0,2,2,2,1,1,0,5,3,233,1,999,0,0,0
19701,57,11,0,2,0,0,1,1,5,4,221,1,999,0,0,0
19702,45,6,0,4,2,0,0,1,7,4,130,6,999,0,0,0
19703,52,3,0,3,0,1,1,0,8,4,352,1,999,0,0,0
19704,42,3,0,6,0,1,1,1,6,4,365,1,999,0,0,0
19705,31,8,2,1,0,0,0,0,6,5,1094,1,999,0,0,0
19706,42,7,0,1,0,0,0,1,5,5,207,1,999,0,0,0
19707,35,8,2,5,0,1,1,0,7,4,408,3,999,0,0,0
19708,28,3,2,1,0,1,0,1,5,6,1128,3,999,0,0,0
19709,36,6,2,3,0,1,0,0,5,5,426,1,999,0,0,0
19710,35,0,0,0,2,1,0,0,7,6,333,1,999,0,0,0
19711,33,6,2,3,0,0,0,1,5,3,114,5,999,0,0,0
19712,38,3,0,1,0,1,1,0,7,3,452,3,999,0,0,0
19713,41,3,0,0,0,1,0,1,5,3,241,3,999,0,0,0
19714,48,3,0,1,0,0,0,0,4,6,324,3,999,0,0,0
19715,31,6,0,3,0,1,0,1,5,4,69,4,999,0,0,0
19716,47,0,0,2,0,1,0,1,6,2,655,4,999,0,0,0
19717,34,5,2,0,2,1,1,1,5,4,124,1,999,0,0,0
19718,34,3,2,1,0,1,1,0,3,3,295,1,999,0,0,1
19719,45,3,0,5,0,0,0,0,5,6,78,1,999,1,1,0
19720,41,0,0,0,2,1,0,0,4,6,1038,2,999,0,0,0
19721,37,3,0,3,0,0,1,0,4,6,463,1,999,1,1,0
19722,59,2,0,1,0,1,0,0,8,6,28,1,999,0,0,0
19723,36,3,0,3,0,1,0,0,3,5,220,3,999,0,0,1
19724,57,2,0,4,0,2,2,0,11,3,193,1,999,0,0,0
19725,30,5,0,0,0,1,0,1,5,4,821,2,999,0,0,0
19726,41,0,0,0,0,1,0,0,5,3,217,3,999,0,0,0
19727,52,0,0,2,0,1,0,1,6,2,140,3,999,0,0,0
19728,45,0,0,2,2,1,0,0,4,6,905,1,999,1,1,0
19729,50,0,0,0,2,1,0,0,7,5,78,1,999,0,0,0
19730,29,6,2,3,0,0,0,0,5,2,158,1,13,3,1,0
19731,41,3,0,3,0,1,1,1,5,5,223,2,999,0,0,0
19732,23,3,0,3,0,0,1,0,5,5,7,5,999,1,1,0
19733,33,0,2,2,0,0,0,0,11,6,60,1,999,0,0,0
19734,53,5,0,0,2,1,0,1,6,6,9,4,999,0,0,0
19735,42,6,1,4,0,0,0,0,4,3,615,1,999,1,1,0
19736,32,8,0,3,0,1,1,0,6,5,119,2,999,0,0,0
19737,39,1,2,1,0,1,1,0,5,6,233,1,999,1,1,0
19738,34,6,0,5,0,1,0,0,11,3,200,1,3,1,2,1
19739,40,8,0,3,2,1,0,0,8,3,236,7,999,0,0,0
19740,32,3,1,1,0,0,0,0,7,5,75,1,999,0,0,0
19741,31,6,2,1,0,2,2,0,8,4,184,1,999,0,0,0
19742,30,0,2,3,0,1,0,1,5,3,309,1,999,0,0,0
19743,39,6,0,4,0,1,0,0,7,4,225,2,999,0,0,0
19744,32,6,2,4,0,0,0,0,8,4,720,1,999,0,0,1
19745,37,3,0,1,0,0,0,1,8,6,115,1,999,0,0,0
19746,38,8,0,4,0,0,0,0,11,5,112,1,999,0,0,0
19747,58,8,1,1,0,1,0,1,11,6,39,2,999,0,0,0
19748,33,8,0,1,0,1,0,0,5,4,85,4,999,0,0,0
19749,42,0,0,3,0,0,1,1,5,3,1297,3,999,0,0,1
19750,31,3,2,1,0,1,0,0,4,2,201,3,999,0,0,0
19751,57,11,0,2,0,1,0,1,4,4,595,3,999,1,1,1
19752,35,3,0,1,0,1,0,0,4,2,176,1,999,0,0,1
19753,58,3,0,1,0,0,0,0,8,2,129,2,999,0,0,0
19754,49,1,0,1,0,1,0,0,11,2,165,1,999,0,0,0
19755,37,3,0,3,0,0,0,0,6,4,671,3,999,0,0,1
19756,31,7,0,1,0,1,0,0,4,2,291,1,999,0,0,0
19757,34,6,2,1,0,0,0,1,8,5,214,2,999,0,0,0
19758,53,3,0,1,2,1,0,1,5,6,231,2,999,0,0,0
19759,55,8,0,1,0,0,0,0,4,6,171,2,999,0,0,0
19760,66,2,0,5,0,1,0,1,3,6,64,1,999,0,0,0
19761,27,3,0,4,0,1,0,0,5,6,109,3,999,0,0,0
19762,40,5,1,3,0,0,0,1,6,5,265,2,999,0,0,0
19763,37,3,1,1,0,0,0,1,6,4,193,2,999,0,0,0
19764,28,9,2,2,0,1,0,0,10,6,160,2,4,1,2,0
19765,58,1,0,1,2,1,1,1,6,5,43,1,999,0,0,0
19766,56,11,1,2,0,0,0,0,8,4,89,1,999,0,0,0
19767,42,0,0,2,2,0,0,1,5,3,114,2,999,0,0,0
19768,41,8,0,1,0,1,1,0,4,6,249,1,999,0,0,0
19769,39,0,0,0,0,2,2,1,6,5,112,4,999,0,0,0
19770,40,6,0,4,0,1,0,0,5,3,211,2,999,0,0,0
19771,38,0,0,2,2,1,0,0,5,2,178,1,999,0,0,0
19772,53,8,1,1,0,1,0,0,4,5,222,2,999,0,0,1
19773,27,4,2,5,0,1,0,0,10,6,309,2,999,1,1,0
19774,51,0,1,5,2,2,2,1,6,4,339,2,999,0,0,0
19775,28,5,2,3,0,1,1,1,5,3,466,2,999,0,0,0
19776,47,3,2,3,0,1,0,0,5,2,911,3,999,0,0,1
19777,32,0,2,0,0,1,0,0,8,5,282,1,999,0,0,1
19778,31,3,2,1,0,1,0,0,8,4,124,2,999,0,0,0
19779,53,5,1,0,0,1,0,0,7,6,121,2,999,0,0,0
19780,34,9,2,1,0,0,0,0,11,6,464,5,999,1,1,1
19781,35,1,0,1,0,1,0,0,5,4,272,4,999,1,1,0
19782,48,3,0,1,0,1,0,0,4,5,220,2,999,1,1,0
19783,29,6,2,4,0,1,0,1,10,2,150,1,999,0,0,1
19784,29,3,2,0,2,0,0,0,5,5,460,2,999,0,0,1
19785,33,3,0,1,0,1,1,0,5,5,444,1,999,0,0,0
19786,45,5,0,3,0,1,0,0,4,4,651,4,999,0,0,0
19787,26,4,2,3,0,0,0,0,5,2,123,1,999,0,0,0
19788,31,7,0,0,0,0,0,0,7,5,259,1,999,0,0,0
19789,73,2,0,4,0,1,0,0,11,6,334,1,999,0,0,1
19790,45,6,0,1,0,0,0,1,8,5,430,3,999,0,0,0
19791,28,0,2,1,0,2,2,0,9,5,744,1,999,0,0,1
19792,43,3,0,4,0,1,1,1,5,3,161,2,999,0,0,0
19793,32,3,2,1,0,1,0,1,6,3,1162,2,999,0,0,0
19794,33,5,0,3,0,0,1,1,5,4,425,1,999,0,0,0
19795,62,2,0,5,0,0,0,0,8,6,172,4,999,0,0,1
19796,31,4,2,1,2,0,0,1,5,2,332,2,999,0,0,0
19797,39,6,2,1,0,1,1,0,4,2,861,6,999,1,1,0
19798,27,3,2,0,0,1,1,0,5,5,167,4,999,0,0,0
19799,56,2,0,2,0,1,0,0,7,2,621,2,999,0,0,1
19800,34,3,2,3,0,1,0,1,5,4,199,1,999,0,0,0
19801,33,0,0,4,0,1,0,1,6,6,862,11,999,0,0,1
19802,29,0,2,4,0,0,0,1,5,4,298,5,999,0,0,0
19803,37,5,0,3,0,0,0,0,4,2,1010,3,999,0,0,0
19804,32,8,2,1,0,0,0,0,7,4,675,3,999,0,0,1
19805,36,8,0,1,0,1,1,1,6,2,135,1,999,0,0,0
19806,50,0,0,5,2,1,0,0,7,5,224,1,999,0,0,0
19807,25,0,0,6,0,0,0,1,5,6,25,4,999,0,0,0
19808,32,5,0,3,2,0,0,1,6,5,97,2,999,0,0,0
19809,26,3,2,3,0,0,0,0,11,2,371,2,999,2,1,0
19810,40,11,0,6,0,1,0,0,7,4,102,2,999,0,0,0
19811,31,6,0,1,0,1,0,0,6,6,276,2,999,0,0,1
19812,29,5,1,3,2,0,0,0,7,3,145,2,999,0,0,0
19813,38,0,0,0,0,1,0,0,5,6,98,1,999,0,0,0
19814,37,0,0,0,0,1,0,0,7,6,23,1,999,0,0,0
19815,36,9,0,6,0,1,0,0,11,3,144,1,999,0,0,0
19816,28,6,0,0,0,1,0,0,7,2,1080,4,999,0,0,1
19817,31,5,2,3,0,0,0,0,7,5,186,2,999,0,0,0
19818,36,0,0,0,0,0,0,0,7,2,853,1,999,0,0,0
19819,42,3,0,6,0,0,0,1,6,6,26,17,999,0,0,0
19820,58,3,0,1,0,1,0,0,8,4,225,1,999,0,0,0
19821,35,6,0,4,0,1,0,1,6,3,117,3,999,0,0,0
19822,29,0,0,3,0,1,1,0,7,4,70,2,999,0,0,0
19823,32,6,0,1,0,0,0,0,9,2,175,2,999,0,0,0
19824,41,8,0,1,0,0,0,1,5,6,106,6,999,0,0,0
19825,35,6,0,4,0,0,0,0,4,4,225,2,999,0,0,0
19826,43,0,0,2,2,0,0,1,5,6,745,12,999,0,0,1
19827,32,0,0,0,0,0,0,0,5,6,122,8,999,0,0,0
19828,44,0,0,2,2,0,0,0,8,2,363,5,999,0,0,1
19829,37,8,0,3,2,0,0,1,5,4,149,1,999,0,0,0
